"County","Water Body","Site Name","Town","Range","Section","Species","Strain","Date","Number","Avg. Length","Operation","Fin Clips, Marks, Tags"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","11/19/2019 12:00:00 AM","29468","3.02","State Plant","none"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/30/2020 12:00:00 AM","35206","6.3","State Plant","adipose, coded wire tag"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/30/2020 12:00:00 AM","15220","6.3","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/6/2020 12:00:00 AM","16908","6.61","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/6/2020 12:00:00 AM","33810","6.57","State Plant","adipose, coded wire tag"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","5/7/2020 12:00:00 AM","16264","6.57","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","5/7/2020 12:00:00 AM","15865","6.61","State Plant","none"
"Kalkaska","Rapid River Dundas Road (28N 08W 25)","Dundas Road","28N","08W","25","Atlantic salmon","Landlocked","5/7/2020 12:00:00 AM","8996","6.61","State Plant","none"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/12/2020 12:00:00 AM","13333","6.62","State Plant","none"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/12/2020 12:00:00 AM","13333","6.59","State Plant","none"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/12/2020 12:00:00 AM","13334","6.65","State Plant","none"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/13/2020 12:00:00 AM","14560","6.62","State Plant","none"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/13/2020 12:00:00 AM","25440","6.53","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/12/2020 12:00:00 AM","31860","7.01","Educational Institution","right ventral clip"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/14/2021 12:00:00 AM","21395","7.09","State Plant","adipose, coded wire tag"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/14/2021 12:00:00 AM","10700","7.09","State Plant","adipose, coded wire tag"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/15/2021 12:00:00 AM","10677","7.09","State Plant","adipose, coded wire tag"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/19/2021 12:00:00 AM","7495","5.61","State Plant","adipose, coded wire tag"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/19/2021 12:00:00 AM","19500","5.61","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/20/2021 12:00:00 AM","12746","5.65","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/20/2021 12:00:00 AM","15288","5.65","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/8/2021 12:00:00 AM","9860","6.58","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/8/2021 12:00:00 AM","10100","6.58","State Plant","adipose, coded wire tag"
